,title,price,rating,reviews,link,req
4572,Игровой компьютер ORKZ RTX 4060 (8gb) i7 10 ядер 20 потоков ddr4 32gb ssd 512gb,72270,4.8,107,https://market.yandex.ru/product--igrovoi-kompiuter-orkz-i7-10-iader-20-potokov-amd-rx-580-8gb-ddr4-32gb-ssd-512gb/1014702533?hid=90401&sku=103788267274&show-uid=17472427148772141970006000&from-show-uid=17472427148772141970006000&nid=26910110&from=search&cpa=1&do-waremd5=Fgvkl46_hHqaUUqMk_IrTw&cpc=JQgBnTfTXsAJY2PaAKc_f0LLIenwCC6FoTCu8xs6GH8KNHq4HFTL30JqqTqP9vNJp-ls1gmIlYnT1URHNNP_QyNzYRDDmRT_u_37DO0PBKsBEy7-Ja9uQ7zrMlQ76a24wOMKuZ2AtXClPO2oMBxnTQp8SSdSERfRVEZUkBdKCjl4q0ikdc-MbYaVumjNTFZr7Tbxewj87d2nSU0M9rY1pyWYvSt2PnPTIyRashiLPeA%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIJWuoAIowODTWYB95u0G&uniqueId=188018752,Компьютер
4573,Игровой компьютер ORKZ RX 580 (8gb) i7 10 ядер 20 потоков ddr4 32gb ssd 512gb,36138,4.8,107,https://market.yandex.ru/product--igrovoi-kompiuter-orkz-i7-10-iader-20-potokov-amd-rx-580-8gb-ddr4-32gb-ssd-512gb/1014702533?hid=90401&sku=103781560335&show-uid=17472427148782176741606000&from-show-uid=17472427148782176741606000&nid=26910110&from=search&cpa=1&do-waremd5=d8MRLjCcm1HHx9MoqvNcmQ&cpc=JQgBnTfTXsCUxiTMmh1gALSjV07dv9Mivi7fguON3csRrYERVxS-n2-74nU41DSI17LslzIxWa1HAaX87ljGaVg7nJSt1piPsb3V0A752p_R8SY9B6BomzmNyrrb3fzIRB589moiEF-xzyz_JeDtnB4Ud23cf-BYUwnh6_1MSszKLMuEhtqIdUzAMIakOcIlJwbGl21iBFd77Vkn0dxgtB10NbvBrwT6kyM-EqCdML8%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIJWuoAIowODTWYB95u0G&uniqueId=188018752,Компьютер
4574,Игровой компьютер ORKZ RTX 2060 super (8gb) i7 10 ядер 20 потоков ddr4 32gb ssd 512gb,51782,4.8,107,https://market.yandex.ru/product--igrovoi-kompiuter-orkz-i7-10-iader-20-potokov-amd-rx-580-8gb-ddr4-32gb-ssd-512gb/1014702533?hid=90401&sku=103787524862&show-uid=17472427148782229709406000&from-show-uid=17472427148782229709406000&nid=26910110&from=search&cpa=1&do-waremd5=MP7ZUEJfA10ce1-D53TdoA&cpc=JQgBnTfTXsA3yUT7V-ye6A22PmAD6e5MINf-Pg_C3Rwp6JCXz3srQeOwKhTkBkz7REDDbI5NHEea9LmFeIb2ss16PDo-cs5PLdVjsni8r_VXweJ0VNkPM4HAARibXJEWTjK--POVskKQwHeJk4NKCaw3ocrJ4wWaKhZupnJRudpqlP8hrT7wjPk8yNGUi-3DaZ5kMwfxoPAMb1Ojx2iUeInk4lrbqmYYolvWL9AcsTQ%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIJWuoAIowODTWYB95u0G&uniqueId=188018752,Компьютер
4575,Игровой компьютер ORKZ i7 7700 AMD RX 580 8gb 32gb ssd 512gb,32952,4.8,107,https://market.yandex.ru/product--igrovoi-kompiuter-orkz-i7-10-iader-20-potokov-amd-rx-580-8gb-ddr4-32gb-ssd-512gb/1014702533?hid=90401&sku=103778047517&show-uid=17472427148792290667706000&from-show-uid=17472427148792290667706000&nid=26910110&from=search&cpa=1&do-waremd5=DVM9s3hw5TTK50HC1KKULQ&cpc=JQgBnTfTXsCbCQcmjqhCMBjHusu45z_y-VsL5-Z81xGfIAqo7CDvqx5df5XIA6LBol03G4IAB7Yv6ZhS6Yx4aRmNYclaStfJyM0DFuM3W-TFLWCuHV1THZ9aXFlHdnWdpiaUZg7jD730sa0oN-CLqM-Q8QDRHVm-xvv7Lf27dPDJLOW1y6UcqRRl7FTR2mwaepuZIgNDCz-11-XObkNB4OGihIEmRDp2nMdCCoNpiW8%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIJWuoAIowODTWYB95u0G&uniqueId=188018752,Компьютер
4577,"ПК Игровой Компьютер Intel Core i5 10400f (2.9 ГГц), RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 3060 8Gb Treidcomputers",88291,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/870170147?hid=90401&sku=103590218191&show-uid=17472427149103334258606000&from-show-uid=17472427149103334258606000&nid=26910110&from=search&cpa=1&do-waremd5=KIQV-ols8_6En0jDmENxfg&cpc=JQgBnTfTXsCefgZiTRPLNXKi1kjwdRnCNNslfHI7yaIKLeyTs_UCs6Wj-l_Qs3MgrcG4tP865XgCKfCUjVgxjXPt24RhnxDAZpwPdndAWnHDk534A3j1cspSXGPWf0UcMTt849NgZ9crnQu1vDbr-pWy1fghQs3IU0wTTv7KuKAH5mMoyiZVodRq0-RF8k3IqwWey4DRw9Kwxl2gpMjAYsxwLpmiLoxL79Pvl2dB7Ko%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4578,"ПК Игровой Компьютер Intel Core i5 10400f (2.9 ГГц), RAM 32 ГБ, SSD 960 ГБ/ NVIDIA GeForce RTX 3060 8Gb Treidcomputers",89251,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102861460980&show-uid=17472427149123344624006000&from-show-uid=17472427149123344624006000&nid=26910110&from=search&cpa=1&do-waremd5=yJz5xdf8c99iXYEiS0bPHQ&cpc=JQgBnTfTXsCuqmjxtR0GQOC1F0t0TpRQyvN88P_KiPTHD_mwTX7zwwu65Vtegu9sOQ9BYd9pAnw28rl-qd5bw1E_r8H5fnCdHRcVVVt5nX8h77EnDR-7E2GaDEwStC-6fM-GlcgUBIOwHRGZhpXuueq-R7k2-k2e72Vqg3kOIKWhwggmhHhPAyIF8RAEtiapXg0rjNjWLmTbIN_L-dUvDUDzJ4yI0XN8Hxc4kGxzDKQ%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4579,"ПК Игровой Компьютер Intel i5 11400f 2.6 Ghz (6 ядер),16 Гб, SSD 480 gb, GeForce RTX 3060 8Gb Treidcomputers",86304,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102671507356&show-uid=17472427149133351484706000&from-show-uid=17472427149133351484706000&nid=26910110&from=search&cpa=1&do-waremd5=oK7OSGcJiTtt3AbM33w_qg&cpc=JQgBnTfTXsD-sylvsaqRbTOFAYDNaJwydX0f17pZVvH9W8DPagrt8A5LUj1Nw30TmhEtLVd3asjT7gi6PNicyN-GETrGPzqlHqXENzsyMAp7V_whDcsnJH5QSsHbJ-Y2AGUmtCz1po7PLW8k3IJpNEpBprZIUzlpnqwLMhIUbFbfcXjfqtaMHUb_7FCWXbLGvrroEdjDPKCP4yi5DP8FaX_Mz37z8yog44qqRck6VPI%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4580,"ПК Игровой Компьютер Intel i5 11400f 2.6 Ghz (6 ядер),16 Гб, SSD 480 gb, GeForce RTX 3060 8 gb Treidcomputers",85411,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102861530906&show-uid=17472427149143362190506000&from-show-uid=17472427149143362190506000&nid=26910110&from=search&cpa=1&do-waremd5=msfwsx_En8225RGvfDnjfw&cpc=JQgBnTfTXsB_TpwzxrSKAn5vlznaswgJQvpluEjR26q0Fydy66-iXSuXtNhgM_CETd7JxW0bXKztfJBUR-fj90nzNKisjMfdMs7CaPsfdPk1E5e6bOpjaDjZ0TLOlS7jODTalfqetZVvPagNB_9WrruY-jGzw08MTL2VHhnKotcG4dz4vBSmAawyfeoJb5CmVVn-94CjqtRlssBd24eOkK31y483lpTpbl--goCFMY0%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4581,"ПК Игровой Компьютер Intel i5 11400f 2.6 Ghz (6 ядер) , 32 Гб, SSD 960 gb , GeForce RTX 3060 8 gb Treidcomputers",90211,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102861530905&show-uid=17472427149153378960406000&from-show-uid=17472427149153378960406000&nid=26910110&from=search&cpa=1&do-waremd5=wAwAerB0w8i-ylrP89J48Q&cpc=JQgBnTfTXsBIhui4vmz8I1_933pVXeVNhWITGqj_p604IKCu1gtxoFvIkJLe_wPu2pcN5eDaDGPWQUD_UGWM3prv5jlaKCwoALRE_g8CpuwoYlsBL-tOswiRQDqAQZPqdye5vsMWChr5MQTRreAW8-TqxAmWvfeIAielJzTQphxdBrDpwL569gjGnqLZcxESjvFKq07Lo2PQk7R_bx9bzxK15A-JDj3q-hxMva5jbCA%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4582,"ПК Игровой Компьютер Intel i5 12400f 2.5 Ghz (6 ядер),32 Гб, SSD 960 gb, GeForce RTX 3060 8 gb Treidcomputers",92131,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/870170147?hid=90401&sku=103647149472&show-uid=17472427149163385000106000&from-show-uid=17472427149163385000106000&nid=26910110&from=search&cpa=1&do-waremd5=F276WiC-F5cO6XfxPi0xlQ&cpc=JQgBnTfTXsC3pfOXI3_wzAhbVuWgi6VfpWZPEkvkXsHpLkM60538QAkEN4JXgeB1vtm1MF5ycNJxfnrux6_IIET4Ez5_Uvm8YanadmMT-vnmI99vNhyrSlccd8u9fDlAEY1pkijJh1mGllcr6uQzr5NfGAoyb_j8iQJ1egqWyjaXL1IOxE2u15FipybwELz1TlI7L5pQE3kajWfkBmJzHjOuO3gXwWivqjpgcMjRJHs%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4583,"ПК Игровой Компьютер Intel i5 12400f 2.5 Ghz (6 ядер), 32 Гб, SSD 960 gb, GeForce RTX 3060 8 gb Treidcomputers",93014,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102861514404&show-uid=17472427149173395949906000&from-show-uid=17472427149173395949906000&nid=26910110&from=search&cpa=1&do-waremd5=l1oV66q9iys-gyDH6MCQQQ&cpc=JQgBnTfTXsBBQCI3EXQdeHWfTTjOBN5MEM1V5xyYMBnUaeZf16II4y45XmCKCdYztWUr8zf7hQlQ1XNdz6nOYxAw6UDbKnHHySVPiDuHd-tsOZlgfoT0OnpwI6sZWDpZxAcgA8Ly-YPzztm38DAVEYPLEM9U13P9FHInQSa2Cfpn8fx6ZSF3K5KKITtL524H7ujABs_fwsAGsphZNJKJwjtqV-Bv5jAiwIY6DcVcWNc%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4584,"ПК Игровой Компьютер Intel Core i7 12700f 2.1 Ghz (12 ядер),32 Гб, SSD 960 Gb, GeForce RTX 3060 8 gb Treidcomputers",109824,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102668665357&show-uid=17472427149173403969506000&from-show-uid=17472427149173403969506000&nid=26910110&from=search&cpa=1&do-waremd5=bf43TvV1FlSXCtNS56i2FQ&cpc=JQgBnTfTXsBDfc6_TWMfx5lPstEjoV-AxFLKe14VHF9yLgIMp9n2HjoFHsPcMB5qeJP9xCLGX6MYBnprJUOuavySxg8ZKsKNEnS6O24FsI6K9dqUgnDVUF06QTZGj8wg89B2yUYelzN7y5141KE-HQG1Ome3UC8jCfw4EkAE9jDCUQUsjzgE8d4O8mSUhhXbd82nfOIpF7j_bfM9O7FR4zBac1RF6EoxjE6Bk7o9R1o%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4585,"ПК Игровой Компьютер Intel core i7 12700f 2.1 Ghz (12 ядер),32 Гб, SSD 960 gb, GeForce RTX 3060 8 gb Treidcomputers",112291,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102928404309&show-uid=17472427149183421680206000&from-show-uid=17472427149183421680206000&nid=26910110&from=search&cpa=1&do-waremd5=tWbmkqdci4siBRnH2ik_Tg&cpc=JQgBnTfTXsAIeC_chyLaS5ESmcOSDCsluNAJFD4qjyhvRa_csjhRs6LTm9LAElLOUN_8GGe7cMu6MI6MbmED6CSetsQnFNK7AGN0ZCkpdWByzuiP7OlKkUqgVGt42e89yztLVttUyA2jIt_6B2aVsQKsXS0uEmA5MKZ4kqrHeFvXk4x7E_XdEF6kYOoAiu8r33MZuNiK7kwXYRViSXBAWk3LOJA3_yZMdAV8cuS8Og8%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4586,"ПК Игровой Компьютер Intel Core i7 12700f 2.1 Ghz (12 ядер),32 Гб, SSD 960 Gb, GeForce RTX 3060 8 gb Treidcomputers",110496,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/954820051?hid=90401&sku=102928165021&show-uid=17472427149193435945506000&from-show-uid=17472427149193435945506000&nid=26910110&from=search&cpa=1&do-waremd5=ZLogFBuCr5Ur2NxfB0XWzA&cpc=JQgBnTfTXsBAQsnpZSibZLqW53eu8J6SRLRwNE4soyrfNJcGrIhIylggTvPYRVsa-sj5l8xp5NNVhkFwvdA9xa8Rf9yzYQ55L83zjnFwo4c3xrNJkpuLNi0qniaqhYTKESZ2HHWTvuoAzukpDriMNfeKNVbVnrkn1D6qlotxrL1ZF-Rw70XHabg6UztMxS2lIbxQc65D8zuVFMJs1MPaNpqKEdy27mP7V6MSU6F7yX0%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4587,"ПК Игровой Компьютер Intel i5 13400f 2.5 Ghz (10 ядер),32 Гб, SSD 960 gb, GeForce RTX 3060 8 gb Treidcomputers",100568,4.6,655,https://market.yandex.ru/product--pk-igrovoi-kompiuter-intel-core-i5-10400f-2-9-ggts-ram-32-gb-ssd-960-gb-nvidia-geforce-rtx-3060-8gb-treidcomputers/870170147?hid=90401&sku=103661534740&show-uid=17472427149193444336206000&from-show-uid=17472427149193444336206000&nid=26910110&from=search&cpa=1&do-waremd5=V2x9pLYuIuLpl2CTLeQFbg&cpc=JQgBnTfTXsCFkBineVCxP3vrl79juVWg7zaK5Y-_9m7D2M1oVuiljx9VYkB55VwBIay_Qc3iAJMIysZfm_SdcTiPHAWh0QT4RNLtoIgV5GSXn1vqieQiH10wO380UKsx_TT1D6iWP-4nWd5HNACPwN_IdUqOIRsjpFi0i2IIIn_v0wCKUnxxf3EV_CItp-qt7uoNK8e33e_OnnPDLznSUSRMzFjv793cdP1-KdBMeIw%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRBUIP32kQIos4qgGIB95u0G&uniqueId=50857267,Компьютер
4590,Игровой ПК intel Core i7 RX580 32 GB DDR4 1024 GB SSD Игровой компьютер игровой системный блок,41585,4.4,7,https://market.yandex.ru/product--igrovoi-pk-intel-core-i7-rx580-32-gb-ddr4-1024-gb-ssd-igrovoi-kompiuter-igrovoi-sistemnyi-blok/94228508?hid=90401&sku=102922100147&show-uid=17472427147569835609606071&nid=26910110&from=search&cpa=1&do-waremd5=jpFVcLAgsem-bkMZcMGE-g&sponsored=1&cpc=JQgBnTfTXsCig7SCqa7CCIyFMnTENxSsgEsJ6je4wnVURd1iEhuWo1XXKUTPtFq1mf4AXRFSuJ7gbmcU7_pZvuz-C0p0ltdbExmtTScBDY9UzPpwaukL2AFowwxO3bIJTaUpaEPNgdWJspY-skKWxr3yYY2GrU9GnWbWqP2T7pw9zt6FchagEb3AHb6FB9LC-vY-o92W3fO4UGzkbXUnwYRx_ViujRYeWLkDDNyB0pZxTIa_bunCCwzIzdxfryrjhQl1ZvJVGv81fEnN5wTz1yroEXP4R-EWvfimpwL1IkwHPhTDyUfAnKFm-pZEJB8hK8WO_EycgOILhjSaXAluNdQvkZHQTis0MDKG1E1jhHt864ZZK4ie2bDKQ2bWA7In0891XCSFN35A5UiG3ZeFH4xFBZkHcA8HN49SrEmvXh_iuWwROkxeVjY40Z52sjb3pUH9NFnhm-lANN1QJeS6g_6z6bpmgTcQsClqME_yUU12uu6yVrAQuj2heuEbbCW59kyxql5tJRfpH16uxsJ2ENBQM0bYcHgdL-VRwVBzT3w%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRDnAYB95u0G&uniqueId=47894610,Компьютер
4593,Системный игровой блок I7/RTX 2060 super 8Gb/SSD 240 Gb/Ram 8 Gb. Игровой компьютер,52822,4.7,11,https://market.yandex.ru/product--sistemnyi-igrovoi-blok-i7-rtx-2060-super-8gb-ssd-240-gb-ram-8-gb-igrovoi-kompiuter/125231711?hid=90401&sku=103067165869&show-uid=17472427147569835609606077&nid=26910110&from=search&cpa=1&do-waremd5=199OJ1Vn6bGvb3PiIz0Dvw&sponsored=1&cpc=JQgBnTfTXsAx_biIqiAs7HxYVcO2buLbBG_RJq3n6IfUHs_w4rrJzHPN6M6caMbG9mWpP4g9yTfpshZW9lkSw2dWPezJdkDT0iWCtZGoMNUHNXWZIYuhq48oHxMgPQ_dLuAzvHGgcVlCgJOwHsMkMERb5zq_lCnoJIJut55Hcs5rkjU3QyIM0up-HKY24qIRvPqk5txDJ2G0C9M48gdLFoCtGAzX9Om5EPXTPcyOO5eWmDVkWmFMU2DXD2hNI3fYoNKnbPEYrcwFTu3l0WSprZfj8acU918zuYtLsrCGalmXfAeusZYIUVwDVtxC9qkD8mz6_i4Dyq79WlPhwaDlw0xKImDzscsk-M18qJAnV6RQP8Wya6VBFqThUO0-hIOwyj7nkYNFJ2EQZ-llAsEN-wkABraxw3zYPq5XAm9A3Z7iD-vvMRt7Rj6ZAat7FTzAQ_1gBwrQV97S8y6m0vHM2IiqviuHdqPA-49VkDIwMiz5yKVcENUerJco_DlujnkFKJTRlDysqz3_KmdWmuEfqkkLMwnlaK10qxLGcmrWOQR8QFh25gRmLg%2C%2C&cc=CiBiMWNlYTk1ODdhNjk1ZjYzZmYxMmYzNTFlZjcxMzNmNRDnAYB95u0G&uniqueId=112025010,Компьютер
4594,"Игровой компьютер TRADE Electronics Intel i7-2600 (3.40 ГГц), RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1070 Ti (8 Гб)",56100,4.6,35,https://market.yandex.ru/product--igrovoi-kompiuter-trade-electronics-intel-i7-2600-3-40-ggts-ram-16-gb-ssd-512-gb-nvidia-geforce-gtx-1070-ti-8-gb/1135495396?hid=90401&sku=102180120011&show-uid=17472427162431648545806000&from-show-uid=17472427162431648545806000&nid=26910110&from=search&cpa=1&do-waremd5=fbuGv-2wol8ag7OCdKjEeA&cpc=gwrbXsFIHPAVcssWJJh5f70TT7okq3RHYLnRCVsl_YNDgFdWYt9AaPO2wBBBQLjEQmBVO_9SXZ6GzRcW96Ay9KcW_4U6Q9zHC_llY7oYuaOskBjvDC5GTbqNFFBNw2klBqs2xkSnNRF29ofEFkFiLPCwMAMbUHADlvgi90Qa3E--pMhBnIRGwbvmpBc3QiYPAa0z6kySz7I%2C&cc=CiBkZjdlODUzZmU3ZWQzOTU4ZWQ2NmVkZDcwYWFjMTQ1YRBUIKGFrgIozI1JgH3m7QY%2C&uniqueId=1197772,Компьютер
4595,"Системный блок игровой мощный для компьютера ПК i5-2400 (3.4 ГГц), 8 Гб, 256 Гб, NVIDIA GeForce GTX 1050 Ti (4 Гб)",35900,4.5,158,https://market.yandex.ru/product--sistemnyi-blok-igrovoi-moshchnyi-dlia-kompiutera-pk-i5-2400-3-4-ggts-8-gb-256-gb-nvidia-geforce-gtx-1050-ti-4-gb/106264258?hid=90401&sku=102180123895&show-uid=17472427162451658641206000&from-show-uid=17472427162451658641206000&nid=26910110&from=search&cpa=1&do-waremd5=fvFLyoUGkkU18_qcdCf_AA&cpc=gwrbXsFIHPAvc4D60rLHXhqrd8cfHhHfK9E_SiOFSZxHHmLHDRgIkNdtVLBjtdsCAEnJRo_2Nt0kX78ZiAM2SF_QUdom5c6zQOxWjMhtcaWb1Cu5z0xKDEBMRb9_0S6elnX3EWJFuYIxO-6nLA3ZK83WA9Sz_MUolokYxL-VAZS20soJMDrQ3yY7Ve9LiFm7wiGZL7ZxxJ8%2C&cc=CiBkZjdlODUzZmU3ZWQzOTU4ZWQ2NmVkZDcwYWFjMTQ1YRBUIKGFrgIozI1JgH3m7QY%2C&uniqueId=1197772,Компьютер
4601,Компьютер Системный блок Lenovo M79 AMD A10 7800 16gb ram 512gb SSD,13652,4.5,272,https://market.yandex.ru/product--sistemnyi-blok-lenovo-m79-amd-a10-7800-16gb-ram-240gb-ssd/125730861?hid=90401&sku=102915552492&show-uid=17472427162601745142806000&from-show-uid=17472427162601745142806000&nid=26910110&from=search&cpa=1&do-waremd5=RrNS0QScYnmYdfGJIHmJQQ&cpc=gwrbXsFIHPBPwBWxHO6X0MVwhRKDwIG1I_G_1OZpfX5g096LQlCzRewVF8ykAWji9wmKtA5EiuRkiI6TiYU41zCgNGQs-hIekwbe7lEJHNbdy_YYoJlTNU8Qy8kaWbahlBvtirb6sVviD-xVzLJYC1tBLBOQDWKaVNYwgdlM_2aSbOnJ9KYh_X2CtDkIOeL2Eu6Bp9otDP8bAOp215wDaSpjnA1ausEpoHP5Nq47hfE%2C&cc=CiBkZjdlODUzZmU3ZWQzOTU4ZWQ2NmVkZDcwYWFjMTQ1YRBUIKWtiAEoyofzMYB95u0G&uniqueId=104645578,Компьютер
4603,Компьютер Системный блок Lenovo M79 AMD PRO A8 8650 8gb ram 240 gb SSD лицензия windows 10,9880,4.5,272,https://market.yandex.ru/product--sistemnyi-blok-lenovo-m79-amd-a10-7800-16gb-ram-240gb-ssd/125730861?hid=90401&sku=103076659240&show-uid=17472427162621767129006000&from-show-uid=17472427162621767129006000&nid=26910110&from=search&cpa=1&do-waremd5=1oMyart9RJ_6Ney9Hs3uMw&cpc=gwrbXsFIHPABn72-JluvBxI-IAT227rmgbrsJTNt8P4hxQyI2FbYZlU7IX2-S944ifcQOaAYXzP9Vejct2BMq_GXNFZgDAVGl4qZ0oB8ANGGnQeZFtPlWXufYk5o8mbfKZotRgqBAP8x8jwG3c7ASzj87TJ64AGSmCmUhy0NmvIFMaVFhLH6mgTa8x2Ixx9LvVMTNQeO_8g8-BpaWj0YI5SZwvdT4NwHEGL5ryH8FRQ%2C&cc=CiBkZjdlODUzZmU3ZWQzOTU4ZWQ2NmVkZDcwYWFjMTQ1YRBUIKWtiAEoyofzMYB95u0G&uniqueId=104645578,Компьютер
4604,Компьютер Системный блок Lenovo M79 AMD A10 7800 32gb ram 512gb SSD Мини Сервер,16622,4.5,272,https://market.yandex.ru/product--sistemnyi-blok-lenovo-m79-amd-a10-7800-16gb-ram-240gb-ssd/125730861?hid=90401&sku=103076659237&show-uid=17472427162621778163406000&from-show-uid=17472427162621778163406000&nid=26910110&from=search&cpa=1&do-waremd5=Ce-Ee2zN70z2X9rakolFfQ&cpc=gwrbXsFIHPAVY4k0_klHoTaHB91T0x0b9sfqdyTEXDg6_OoVvTX47tyWitrOHo8QHw9XbVf6XNbkxQE3YmYN9UNUKA6rw3FfVncsG-gWbmxkrMav2xDBs8A7IPG7cOFT5ACieDHeQGhwqLKnObbP7ELMxh7p0NE0Ue-7517g_T4FWwMU7dsRk9QUz3BzWbkDL4zAAlxMLhW4YRTDmWLud_3kTvgXA24V47Mm7ZkC8X0%2C&cc=CiBkZjdlODUzZmU3ZWQzOTU4ZWQ2NmVkZDcwYWFjMTQ1YRBUIKWtiAEoyofzMYB95u0G&uniqueId=104645578,Компьютер
4609,Компьютер Системный блок Lenovo M79 AMD A10 7800 8gb ram 512gb SSD,10870,4.5,272,https://market.yandex.ru/product--sistemnyi-blok-lenovo-m79-amd-a10-7800-16gb-ram-240gb-ssd/125730861?hid=90401&sku=103070748777&show-uid=17472427162661822050506000&from-show-uid=17472427162661822050506000&nid=26910110&from=search&cpa=1&do-waremd5=gDS56G4yCgeNGzBjuHS0UA&cpc=gwrbXsFIHPBPP_yFxbCt6jGTFmTvLPskuazKslCCQ3fFcdMeHQA4DdKD2YmxFLtEn8UUaAV_NluMqqV4OUQRWqI03rAEpF4MYM7YLnZoDr6g0D8oGvMjP3uGbimzxRTF7EdkCU7NLRJvO7Hp5QaISlVTEuc6QN4asukhucw1TpgQSzEztwt7VTEXLLsDw0fZ4-JPXfHOKcPHD3QaDWre3frhqjc38jOtB6ZvZikofcA%2C&cc=CiBkZjdlODUzZmU3ZWQzOTU4ZWQ2NmVkZDcwYWFjMTQ1YRBUIKWtiAEoyofzMYB95u0G&uniqueId=104645578,Компьютер
